"id","game_title","year"
"13581","Katekyoo Hitman Reborn! Battle Arena","2008"
"13582","Saint Seiya: The Hades","2006"
"13583","Saki Portable","2010"
"13584","Riding Stables: The Whitakers present Milton and Friends","2011"
"13585","Naruto Shippuuden: Shinobi Retsuden III","2009"
"13586","Metal Gear Solid: Digital Graphic Novel","2006"
"13589","Free Running","2009"
"13590","Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD","2013"
"13592","SPRay","2008"
"13593","No Rules: Get Phat","2001"
"13594","Battle Rage","2008"
"13595","Zombi Daisuki","2011"
"13598","Card Fight!! Vanguard G: Stride to Victory!!","2016"
"13599","Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu","2006"
"13600","Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta","2014"
"13601","Challenge Me: Maths Workout","2009"
"13602","The Invincible Iron Man","2002"
"13604","Refrain no Chika Meikyuu to Majo no Ryodan","2016"
"13605","Dance Dance Revolution Disney Mix","2000"
"13606","Maken Shao: Demon Sword","2001"
"13607","Playmobil Top Agents","2010"
"13608","The Monkey King: The Legend Begins","2007"
"13609","Super Robot Taisen OG Infinite Battle","2013"
"13612","BeatMania IIDX 16: Empress + Premium Best","2009"
"13613","FIFA Soccer 2003 (weekly jp sales)","2002"
"13614","Emergency Room: Real Life Rescues","2009"
"13617","Puyo Pop Fever","2004"
"13619","Hana to Ikimo no Rittai Zukan","2011"
"13620","Bloody Roar Extreme","2003"
"13621","Platinum Sudoku","2007"
"13623","Tennis Masters Series 2003","2002"
"13624","The Sims Deluxe","2002"
"13625","Port Royale 2","2004"
"13626","Amagami","2014"
"13627","Duke Nukem Trilogy: Critical Mass","2011"
"13629","Pocket Pool","2007"
"13630","Jissen Pachislot Hisshouhou! Hokuto no Ken DS","2005"
"13631","Lise no Atelier: Ordre no Renkinjutsushi","2007"
"13632","Black & White","2001"
"13634","The Cube","2012"
"13635","Company of Heroes: Tales of Valor","2009"
"13636","Myth Makers: Trixie in Toyland","2008"
"13638","Breath of Fire III","2005"
"13641","Amnesia","2011"
"13642","Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch","2006"
"13643","Fashion Week Jr. Designer","2009"
"13644","Jewel Quest Mysteries 2: Trail of the Midnight Heart","2011"
"13645","Sherlock Holmes: Secret of The Silver Earring","2010"
"13647","Great Battle Full Blast","2012"
"13649","Hitman (2016)","2016"
"13650","World Poker Tour","2006"
"13654","Doki Doki! PreCure Narikiri Life!","2013"
"13655","Gravity Falls: Legend of the Gnome Gemulets","2015"
"13656","Watashi no Relaxuma","2007"
"13657","Phantom Kingdom Portable","2011"
"13659","Way of the Samurai 2 Portable","2009"
"13660","Heroes of Might and Magic V","2006"
"13661","Mazes of Fate DS","2008"
"13662","Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou","2008"
"13665","Mortimer Beckett and the Secrets of Spooky Manor","2008"
"13666","Farm Frenzy 3","2009"
"13668","Little Busters! Converted Edition","2010"
"13669","Unison: Rebels of Rhythm & Dance","2000"
"13671","WTF: Work Time Fun","2005"
"13672","Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret","2007"
"13675","Dark Half","1996"
"13678","Nitroplus Blasterz: Heroines Infinite Duel","2015"
"13679","Imperial Glory","2005"
"13680","Lionel Trains: On Track","2006"
"13681","Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen","2008"
"13682","Shukufuku no Campanella Portable","2010"
"13683","The Wolf Among Us","2011"
"13684","Sonic PC Collection","2009"
"13685","Horses 3D","2012"
"13686","Yourself Fitness","2005"
"13687","Chaos;Head - Love Chu*Chu!","2011"
"13689","Paws & Claws: Regal Resort","2010"
"13692","12Riven: The Psi-Climinal of Integral","2008"
"13693","Battle Spirits: Digital Starter","2010"
"13694","Rise of Nations","2003"
"13695","Deadliest Warrior: Ancient Combat","2012"
"13696","WarJetz","2001"
"13697","Breeding Stud 2","1998"
"13698","Banushi Life Game: Winner's Circle","2007"
"13700","Gakuen Hetalia Portable","2011"
"13701","Gitaroo Man Lives!","2006"
"13702","Chibi Maruko-Chan DS: Maru-Chan no Machi","2009"
"13703","Capcom Fighting Evolution","2005"
"13705","Company of Heroes: Opposing Fronts","2007"
"13706","Novastorm","1995"
"13707","Shiren the Wanderer 4 - God's Eye and the Demon's Navel","2012"
"13708","PopCap Arcade Vol 1","2007"
"13709","Dead Ball Zone","1998"
"13711","Men of War: Vietnam","2011"
"13712","NBA In The Zone '99","1998"
"13713","Winning Post World 2010","2010"
"13714","Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!","2010"
"13715","SWAT: Target Liberty","2007"
"13717","Haunted Casino","1996"
"13718","World Series Baseball","1994"
"13719","Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari","2012"
"13720","Aeon Flux","2005"
"13722","Summer Challenge: Athletics Tournament","2011"
"13723","S.Y.K Renshouden Portable","2011"
"13724","Metal Max Returns","1995"
"13725","Shattered Union","2005"
"13726","Off-Road Drive","2011"
"13727","Hanaoni: Yume no Tsudzuki","2012"
"13730","Harley-Davidson: Road Trip","2010"
"13731","Gal*Gun","2011"
"13732","GoGo's Crazy Bones","2012"
"13733","MLB 2K12 / NBA 2K12 Combo Pack","2012"
"13734","Grand Theft Auto: Vice City","2003"
"13736","Ookami Kakushi","2009"
"13737","Zen-Nippon GT Senshuken","1995"
"13738","North American Hunting Extravaganza 2","2010"
"13739","City Builder","2010"
"13740","PD Ultraman Battle Collection 64","1999"
"13741","Monaco Grand Prix","1999"
"13743","Rally Challenge 2000","1999"
"13744","Looney Tunes Duck Dodgers Starring: Daffy Duck","2000"
"13745","Superman: Countdown to Apokolips","2003"
"13746","Deadly Arts","1998"
"13747","Kikou Heidan J-Phoenix 2","2003"
"13748","Sengoku Musou 3 Z Special","2012"
"13750","Harukanaru Toki no Naka de 5","2011"
"13751","Meteos: Disney Magic","2007"
"13752","Worms 4: Mayhem","2005"
"13755","Samurai Warriors 2: Empires","2007"
"13756","Super Black Bass Fishing","2005"
"13757","Point Blank 2","1998"
"13760","Saru! Get You! Pipo Saru Senki","2009"
"13761","Infamous: First Light","2014"
"13762","J.League Pro Soccer Club o Tsukurou! 8 Euro Plus","2013"
"13763","Imabikisou","2007"
"13764","Logic Machines","2009"
"13766","Hakuouki: Reimeiroku Portable","2011"
"13767","Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection","2008"
"13768","Antz Extreme Racing","2002"
"13769","Motto TOEIC Test DS Training","2008"
"13770","Super Robot Gakuen","2009"
"13771","Atelier Iris 3: Grand Phantasm (JP Sales)","2006"
"13773","Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!","2014"
"13774","Empire Earth III","2007"
"13775","Mike Tyson Boxing","2002"
"13776","Jojo's Fashion Show: Design in a Dash!","2009"
"13777","The Legend of Heroes: Trails in the Sky First Chapter","2012"
"13778","Go Diego Go!: Safari Rescue","2008"
"13779","Deal or No Deal: Special Edition","2010"
"13780","Clannad","2006"
"13782","Fisherman's Challenge","2003"
"13783","Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst","2009"
"13784","Akko ni Omakase! Brain Shock","2006"
"13786","Guild Wars Trilogy","2005"
"13787","Patrician IV","2010"
"13789","King of Fighters: Maximum Impact Regulation A","2007"
"13790","Who Wants to be a Millionaire: 1st Edition","2007"
"13792","Date A Live: Rine Utopia","2013"
"13794","Durarara!! 3way Standoff: Alley","2011"
"13796","Fritz Chess","2009"
"13798","Famicom Mini: Clu Clu Land","2004"
"13800","Metal Slug XX","2009"
"13801","Sacred Blaze","2009"
"13802","Rollin' Rascals","2009"
"13803","Haneru no Tobira DS: Tanshuku Tetsudou no Yoru","2007"
"13804","Thoroughbred Breeder II Plus","1995"
"13805","Pure Pinball","2004"
"13806","Hanaoni: Koisomeru Koku - Eikyuu no Shirushi","2011"
"13807","Zac to Ombra: Maboroshi no Yuuenchi","2010"
"13809","Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu","2010"
"13810","Shadow of the Colossus","2011"
"13811","Phantom Breaker","2011"
"13813","Brothers In Arms DS","2007"
"13814","Valhalla Knights 2: Battle Stance","2009"
"13815","99 no Namida","2008"
"13816","Clannad","2008"
"13817","Cyber Troopers Virtual-On Marz","2003"
"13818","Headhunter: Redemption","2004"
"13819","Ookami to Koushinryou: Boku to Horo no Ichinen","2008"
"13820","Bomberman: Act Zero","2006"
"13821","Stuntman","2003"
"13824","The Chase: Felix Meets Felicity","2009"
"13825","Stoked: Big Air Edition","2009"
"13826","Syndicate Wars","1997"
"13828","Draglade (JP sales)","2007"
"13829","Herc's Adventures","1997"
"13830","Tiger Woods PGA Tour Golf","2002"
"13831","Twin Strike: Operation Thunder","2008"
"13833","All Points Bulletin","2010"
"13835","The Movies","2005"
"13836","SuperCar Challenge","2009"
"13837","Dreamfall: The Longest Journey","2006"
"13838","The Sims 4: Spa Day","2015"
"13839","Tokimeki Mahjong Paradise: Koi no Tenpai Beat","1995"
"13840","Yuki Yuna is a Hero: Memory of the Forest","2015"
"13842","Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!","2005"
"13843","Blue Roses: Yousei to Aoi Hitomi no Senshitachi","2010"
"13844","Zatch Bell! Mamodo Fury","2005"
"13847","Haikyu!! Cross Team Match!","2016"
"13848","NHL Blades of Steel 2000","1999"
"13849","Outlaw Volleyball Remixed","2004"
"13850","The Adventures of Darwin","2006"
"13854","Supreme Commander: Forged Alliance","2007"
"13855","Klonoa Heroes: Densetsu no Star Medal","2002"
"13856","Hyperdimension Neptunia Victory II","2015"
"13857","Pajama Sam: You are What You Eat From Your Head to Your Feet","2001"
"13858","Sid Meier's Railroads!","2006"
"13859","Jig-A-Pix: Pets","2009"
"13861","Warhammer: Dark Omen","1998"
"13862","Mobile Suit Gundam: Mokuba no Kiseki","2012"
"13863","Denki Blocks!","2001"
"13864","A Ressha de Ikou DS","2009"
"13865","Harukanaru Toki no Naka de 4: Aizouban","2010"
"13866","Tsurugi no Machi no Ihoujin: Kuro no Kyuuden","2015"
"13868","Ballistic","1999"
"13869","Paddington: Adventures in London","2015"
"13871","Caesar IV","2006"
"13875","Gundam Battle Online","2001"
"13877","Shonen Jump's One Piece: Grand Adventure","2006"
"13878","Holly Hobbie & Friends","2007"
"13879","Kevin Van Dam: Big Bass Challenge","2010"
"13880","Stolen","2005"
"13882","Glacier2","2009"
"13884","Memories Off 6: T-Wave","2008"
"13885","Superstars V8 Racing","2009"
"13886","Halo: Combat Evolved","2003"
"13888","Bullet Girls 2","2016"
"13889","Famicom Remix Best Choice","2015"
"13890","Pro Race Driver","2003"
"13891","Sleepover Party","2009"
"13892","100 Classic Games","2011"
"13893","Ide Yosuke no Mahjong Kazoku","1995"
"13894","Richard Burns Rally","2004"
"13895","WRC: FIA World Rally Championship","2005"
"13896","Quiz Mobile Gundam: Toi Senshi DX","2006"
"13897","R-Type Command (correct US sales)","2007"
"13898","E.T. The Extra-Terrestrial: Interplanetary Mission","2001"
"13899","Story Hour: Fairy Tales","2008"
"13900","Dynasty Warriors Vol. 2 (JP sales)","2006"
"13901","Countdown Vampires","1999"
"13902","Crypt Killer","1997"
"13903","Tokumei Sentai Go-Busters","2012"
"13904","Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!","2002"
"13905","The Treasures of Montezuma","2010"
"13906","Saints Row 2","2009"
"13908","Battle Hunter","1999"
"13909","PO'ed","1996"
"13910","Heathcliff! Frantic Foto","2010"
"13911","Adidas Power Soccer","1996"
"13913","Secret Files 2: Puritas Cordis","2009"
"13914","Darklight Conflict","1997"
"13915","Dragon Ball: Advanced Adventure","2004"
"13916","Art of Fighting 3: The Path of the Warrior","1996"
"13917","Rabbids Land","2012"
"13918","Civilization Beyond Earth: Rising Tide","2015"
"13919","The Ripping Friends","2002"
"13921","Konami Arcade Classics","1999"
"13922","Hunter x Hunter: Wonder Adventure","2012"
"13923","Super Army War","2005"
"13924","Ao no Exorcist: Genkoku no Labyrinth","2012"
"13926","Echo Night Beyond","2004"
"13927","Minna no Chizu","2006"
"13928","Doom II: Hell on Earth","2002"
"13929","Taikou Risshiden V","2009"
"13932","Train Simulator 2016","2015"
"13933","Corpse Party: Blood Covered - Repeated Fear","2015"
"13934","Suzumiya Haruhi no Tsuisou","2011"
"13935","Zoo Hospital","2007"
"13937","Greg Hastings' Tournament Paintball Max'd","2006"
"13938","The Idolm@ster: Must Songs - Red Board / Blue Board","2015"
"13939","Jikkyou World Soccer 2002","2002"
"13940","Tenshou Gakuen Gekkouroku","2006"
"13942","Aquanaut's Holiday: Kakusareta Kiroku","2008"
"13943","Real Soccer 2008","2007"
"13944","Little Red Riding Hood's Zombie BBQ","2008"
"13945","Texas Hold 'Em Poker DS","2005"
"13947","APB Reloaded","2011"
"13948","Railroad Tycoon 3","2003"
"13949","Magical Starsign (JP sales)","2006"
"13950","Big Mutha Truckers","2005"
"13951","DT Carnage","2009"
"13953","Teenage Zombies: Invasion of the Alien Brain Thingys","2008"
"13957","Ragnarok Odyssey","2014"
"13958","Rugby 08","2007"
"13959","GoPets: Vacation Island","2008"
"13960","Pia Carrot e Youkoso!! 2.5","2008"
"13961","Cy Girls","2004"
"13962","The Sum of All Fears","2002"
"13963","Da Capo I & II Plus Situation Portable","2010"
"13965","Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki","2010"
"13966","Bubble Bobble Double Shot","2007"
"13968","Monster Hunter Frontier Online: Season 9.0","2010"
"13970","C.O.R.E.","2009"
"13971","Garfield: The Search for Pooky","2003"
"13973","Galaxy Fight","1994"
"13974","Chaos Wars","2006"
"13975","Steambot Chronicles","2005"
"13976","Toki no Kizuna: Sekigahara Kitan","2012"
"13977","Mr. Driller","1999"
"13978","Norn9: Norn + Nonette","2013"
"13979","Super Hero Generation","2014"
"13980","Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo","2007"
"13981","Gumby vs. the Astrobots","2005"
"13982","Trine 2","2011"
"13983","Doraemon: Shin Nobita no Nihon Tanjou","2016"
"13984","Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki","2008"
"13985","Worms: Ultimate Mayhem","2011"
"13988","Chaos;Head Noah","2009"
"13989","Tears to Tiara Anecdotes: The Secret of Avalon","2009"
"13990","Legasista","2012"
"13991","Fatal Fury: Battle Archives Volume 1","2006"
"13992","The Night of the Rabbit","2013"
"13993","Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban","2009"
"13994","Rhapsody: A Musical Adventure","1998"
"13997","Music Maker: Rockstar","2009"
"13998","Fading Shadows","2008"
"13999","Formula 1 06","2006"
"14000","Without Warning","2005"
"14001","Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata","2008"
"14002","Smashing Drive","2002"
"14003","Age of Mythology: The Titans","2003"
"14004","Fighting Vipers 2","2000"
"14007","12-Sai. Koisuru Diary","2016"
"14008","Castlevania: Lords of Shadow - Reverie","2011"
"14009","Napoleon Dynamite: The Game","2007"
"14010","Beatdown: Fists of Vengeance","2005"
"14011","Enchanted Arms (JP sales)","2007"
"14012","Monster Force","2002"
"14013","World of Goo","2008"
"14014","Onsei Kanjou Sokuteiki: Kokoro Scan","2007"
"14015","Clock Zero: Shuuen no Ichibyou Portable","2011"
"14016","San Goku Shi DS 3","2010"
"14017","Trick x Logic: Season 2","2010"
"14018","Challenge Me: Word Puzzles","2011"
"14019","Hakuouki: Zuisouroku","2009"
"14020","World in Conflict","2007"
"14021","World Championship Pool 2004","2003"
"14022","Derby Tsuku 5: Derby Uma o Tsukurou!","2006"
"14023","S.T.A.L.K.E.R.: Clear Sky","2008"
"14025","SD Gundam Force: Showdown!","2004"
"14026","Ray Gigant","2015"
"14027","Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~","2006"
"14028","Flow: Urban Dance Uprising","2005"
"14029","Ailu de Puzzle","2012"
"14030","World in Conflict: Complete Edition","2009"
"14031","True Pinball","1996"
"14032","Jane's Hotel","2010"
"14033","Stadium Games","2003"
"14034","RLH: Run Like Hell","2003"
"14035","Power Play Pool","2006"
"14036","J-League Pro Striker 2","1994"
"14038","Caesar III","1998"
"14039","Super Robot Taisen: Scramble Commander the 2nd","2007"
"14040","Mahjong Taikai","2004"
"14042","Espgaluda II Black Label","2010"
"14045","Hot Potato!","2001"
"14047","Kiniro no Corda 2 f","2009"
"14050","Deception III: Dark Delusion","1999"
"14051","Gothic Universe","2007"
"14052","Ultimate Game Room","2009"
"14055","Nobunaga's Ambition II","2015"
"14056","DarkStar One","2006"
"14059","Monster Kingdom: Jewel Summoner","2006"
"14060","Cook Wars","2009"
"14061","Kuroshitsuji: Phantom & Ghost","2009"
"14062","Petz: Catz Playground","2010"
"14063","Pirates: Duels on the High Seas","2008"
"14064","Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice","2010"
"14065","Sins of a Solar Empire: Trinity","2010"
"14066","Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen","2010"
"14067","Mahjong 300","2011"
"14069","Sega Arcade Gallery","2003"
"14070","Crazy Machines","2008"
"14071","Astrology DS","2009"
"14072","My World, My Way (US sales)","2008"
"14073","Planescape: Torment","1998"
"14074","Tao Adventure: Curse Demon","2005"
"14075","Aegis of Earth: Protonovus Assault","2016"
"14077","Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem","2007"
"14078","A Game of Thrones: Genesis","2011"
"14079","Hotel Giant 2","2008"
"14080","NHRA Drag Racing: Countdown to the Championship","2007"
"14081","Black Stone: Magic & Steel","2003"
"14083","Puyo Pop Fever(us sales)","2004"
"14085","Assassin's Creed Chronicles: China","2015"
"14087","Harukanaru Toki no Naka de: Maihitoyo","2006"
"14088","Painkiller: Hell Wars","2006"
"14090","FunkMaster Flex's Digital Hitz Factory","2003"
"14093","Sangoku Koi Senki: Otome no Heihou!","2012"
"14094","Batman: A Telltale Game Series","2016"
"14095","Castlevania Bloodlines","1994"
"14096","Hakuouki: Zuisouroku DS","2011"
"14097","Might & Magic X: Legacy","2014"
"14099","Luminous Arc 3","2009"
"14102","Rebel Raiders: Operation Nighthawk","2006"
"14103","Turbo: Super Stunt Squad","2013"
"14104","Zenkoku Dekotora Matsuri","2008"
"14107","Alienators: Evolution Continues","2001"
"14108","Onechanbara Z Kagura","2013"
"14109","Marines: Modern Urban Combat","2010"
"14110","DoraMoji: Nobita no Kanji Daisakusen","2015"
"14111","Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin","2010"
"14112","Supreme Ruler: Cold War","2011"
"14113","Travel Coach: Europe 1","2008"
"14117","The Idolmaster: Gravure For You! Vol. 4","2012"
"14119","Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari","2009"
"14121","Asterix & Obelix: Kick Buttix","2004"
"14122","Radiant Silvergun","1998"
"14123","Bounty Hounds","2006"
"14124","Care Bears - Care Quest","2005"
"14126","Cooking Mama: My Sweets Shop","2014"
"14127","Championship Manager Season 01/02","2001"
"14128","Even in a Game Listen to Me Girls. I Am Your Father!","2012"
